apply,hostnum,hostnumsub,vmname,ip1,datastore,template,esxi,pg,subnet1,gw1,cpu,mem,ip2,real_ip2,subnet2,real_subnet2,gw2,real_gw2,secondpg,screens,logininfo,copy_from,copy_to,comment,totalComment
FALSE,11,2,sworm_oper_sjhgood_kyobo_14,172.31.11.24,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_15,172.31.11.25,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_16,172.31.11.26,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_17,172.31.11.27,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_18,172.31.11.28,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_19,172.31.11.29,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_20,172.31.11.30,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_21,172.31.11.31,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_22,172.31.11.32,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_23,172.31.11.33,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_24,172.31.11.34,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_25,172.31.11.35,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_26,172.31.11.36,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,11,2,sworm_oper_sjhgood_kyobo_27,172.31.11.37,datastore11_2,sworm_oper_sjhgood_kyobo_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,교보,,,,
TRUE,12,2,sworm_oper_sjhgood_hana_00,172.31.12.10,datastore12_2,sworm_oper_sjhgood_hana_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,12,2,sworm_oper_sjhgood_hana_01,172.31.12.11,datastore12_2,sworm_oper_sjhgood_hana_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,12,2,sworm_oper_sjhgood_hana_02,172.31.12.12,datastore12_2,sworm_oper_sjhgood_hana_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,12,2,sworm_oper_sjhgood_hana_03,172.31.12.13,datastore12_2,sworm_oper_sjhgood_hana_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,12,2,sworm_oper_sjhgood_hana_04,172.31.12.14,datastore12_2,sworm_oper_sjhgood_hana_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
FALSE,11,2,sworm_oper_sjhgood_hana_05,172.31.12.15,datastore11_2,sworm_oper_sjhgood_hana_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,11,2,sworm_oper_sjhgood_hana_06,172.31.12.16,datastore11_2,sworm_oper_sjhgood_hana_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,11,2,sworm_oper_sjhgood_hana_07,172.31.12.17,datastore11_2,sworm_oper_sjhgood_hana_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,11,2,sworm_oper_sjhgood_hana_08,172.31.12.18,datastore11_2,sworm_oper_sjhgood_hana_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,11,2,sworm_oper_sjhgood_hana_09,172.31.12.19,datastore11_2,sworm_oper_sjhgood_hana_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,하나,,,,
TRUE,12,2,sworm_oper_sjhgood_hantu_00,172.31.13.10,datastore12_2,sworm_oper_sjhgood_hantu_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,12,2,sworm_oper_sjhgood_hantu_01,172.31.13.11,datastore12_2,sworm_oper_sjhgood_hantu_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,12,2,sworm_oper_sjhgood_hantu_02,172.31.13.12,datastore12_2,sworm_oper_sjhgood_hantu_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,12,2,sworm_oper_sjhgood_hantu_03,172.31.13.13,datastore12_2,sworm_oper_sjhgood_hantu_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,12,2,sworm_oper_sjhgood_hantu_04,172.31.13.14,datastore12_2,sworm_oper_sjhgood_hantu_05,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
FALSE,11,2,sworm_oper_sjhgood_hantu_05,172.31.13.15,datastore11_2,sworm_oper_sjhgood_hantu_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,11,2,sworm_oper_sjhgood_hantu_06,172.31.13.16,datastore11_2,sworm_oper_sjhgood_hantu_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,11,2,sworm_oper_sjhgood_hantu_07,172.31.13.17,datastore11_2,sworm_oper_sjhgood_hantu_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,11,2,sworm_oper_sjhgood_hantu_08,172.31.13.18,datastore11_2,sworm_oper_sjhgood_hantu_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,11,2,sworm_oper_sjhgood_hantu_09,172.31.13.19,datastore11_2,sworm_oper_sjhgood_hantu_05,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,한투,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_00,172.31.14.10,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_01,172.31.14.11,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_02,172.31.14.12,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_03,172.31.14.13,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_04,172.31.14.14,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_05,172.31.14.15,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_06,172.31.14.16,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_07,172.31.14.17,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_08,172.31.14.18,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_09,172.31.14.19,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_10,172.31.14.20,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_11,172.31.14.21,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_12,172.31.14.22,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,12,2,sworm_oper_sjhgood_yuanta_13,172.31.14.23,datastore12_2,sworm_oper_sjhgood_yuanta_14,192.168.10.112,VM Network_12,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
FALSE,11,2,sworm_oper_sjhgood_yuanta_14,172.31.14.24,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_15,172.31.14.25,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_16,172.31.14.26,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_17,172.31.14.27,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_18,172.31.14.28,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_19,172.31.14.29,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_20,172.31.14.30,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_21,172.31.14.31,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_22,172.31.14.32,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_23,172.31.14.33,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_24,172.31.14.34,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_25,172.31.14.35,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_26,172.31.14.36,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
TRUE,11,2,sworm_oper_sjhgood_yuanta_27,172.31.14.37,datastore11_2,sworm_oper_sjhgood_yuanta_14,192.168.10.111,VM Network_11,255.255.0.0,172.31.0.1,4,6,,,,,,,,4603,유안타,,,,
